store_id,store_name,store_address,telephone_number,fax_number,email,url,customer_delivery_time,store_location,created_at
OR-00753,อ.เจริญพาณิชย์,เลขที่ 127/1 ม.4 ต.เชียงแหว อ.กุมภวาปี จ.อุดรธานี 41110,872270105,,,,,,7/30/2024 21:13:09
OR-00754,ร้านธีระทรัพย์,293 ม.3 บ.นานกชุม ต.บะยาว อ.วังสามหมอ จ.อุดรธานี,802719039,,,,,,7/30/2024 21:13:09
OR-00755,ร้านทนงค์การค้า บ.เมืองปัง,,870427949,,,,,,7/30/2024 21:13:09
OR-00756,บจก. คูทวีกรุ๊ป[1994],88/2 ม.8 ต.หมูม่น อ.เมือง จ.อุดรธานี 41000,,,,,,,7/30/2024 21:13:09
OR-00757,คุณเปิ้ล,,,,,,,,7/30/2024 21:13:09
OR-00758,ร้าน เฮงอิหลี,บ้านวาปี เลขที่ 310 หมู่ที่ 4 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,812522534,,,,,,7/30/2024 21:13:09
OR-00759,ร้าน วุฒิชัย,77 ม.9 ต.เสอเพอ,928382918,,,,,,7/30/2024 21:13:09
OR-00760,ร้านปรายฟ้า,51 ม.2 บ.ดงเรือง ต.ผาสุก อ.กุมภวาปี จ.อุดรธานี 41370,898624198,,,,,,7/30/2024 21:13:09
OR-00761,นิยมการค้า,3 ม.10 บ.นาดี ต.นาดี อ.หนองแสง จ.อุดรธานี 41340,990153537,,,https://goo.gl/maps/btKc1ENBjFQDmYST7,,"17.070661, 102.854011",7/30/2024 21:13:09
OR-00762,ร้าน ยายจันทร์,223 ม.5 บ.สี่แจ ต.ผาสุก อ.กุมภวาปี จ.อุดรธานี 41370,886381367,,,,,,7/30/2024 21:13:09
OR-00763,คุณหยก บ้านเดียม,,847235412,,,,,,7/30/2024 21:13:09
OR-00764,หจก. ธีรภัทร์ อินเตอร์เทรดดิ้ง 2014,119/11 หมู่ 5 ต.ทรายขาว อ.สอยดาว จ.จันทบุรี 22180,949789265,,,,,,7/30/2024 21:13:09
OR-00765,ร้าน ข้าวปั้นกะข้าวกล้อง,31 ม.15 ต.เวียงคำ อ.กุมภวาปี จ.อุดรธานี 41110,862349014,,,,,,7/30/2024 21:13:09
OR-00766,บริษัท สมยงคาเซ็นเตอร์ จำกัด,242/4 ม.4 ต.ขามใหญ่ อ.เมือง จ.อุบลราชธานี 34000,,,,,,,7/30/2024 21:13:09
OR-00767,ร้านจำปา,113 หมู่ที่ 4 ต.ท่าลี่ อ.กุมภวาปี จ.อุดรธานี 41110,987868549,,,https://goo.gl/maps/Jz1YPjwL5eWBYx2Q6,,"16.962236, 103.075982",7/30/2024 21:13:09
OR-00768,ร้านปาริชาติ บ.เหล่าหมากจันทร์,56 บ.เหล่าหมากจันทร์ ต.ท่าลี่ อ.กุมภวาปี,826894225,,,https://goo.gl/maps/ikK3DWPRoUzwSmru5,,"16.923313, 103.040957",7/30/2024 21:13:09
OR-00769,โรงเรียนอนุบาลอุ่นใจ,159 หมู่ 7 โรงเรียนอนุบาลอุ่นใจ ต.ทับกุง อ.หนองแสง จ.อุดรธานี,648644252,,,https://goo.gl/maps/z7RRoHf1MgukZV9R7,,"17.183993, 102.788825",7/30/2024 21:13:09
OR-00770,ห้างหุ้นส่วนจำกัด ทรัพย์ศรีวรรณ (สำนักงานใหญ่),387/1 ม.4 ต.บ้านหว้า อ.เมืองขอนแก่น จ.ขอนแก่น 40000,,,,,,,7/30/2024 21:13:09
OR-00771,ร้านรุจพานิชย์,89 หมู่ 10 บ้านหนองบัวทอง ต.หนองไผ่ อ.เมือง จ.อุดรธานี 41330,847915254,,,,,,7/30/2024 21:13:09
OR-00772,พี่ผึ้ง บ.ป่าอ้อย,บ้านป่าอ้อย หมู่ 5 ต.บะยาว อ.วังสามหมอ จ.อุดรธานี,621483532,,,,,,7/30/2024 21:13:09
OR-00773,บริษัท เสริมสุข จำกัด (มหาชน) สาขาที่ 00026,"503,605 ถ.อุดร-ขอนแก่น ต.บ้านจั่น อ.เมืองอุดรธานี จ.อุดรธานี 41000",,,,,,,7/30/2024 21:13:09
OR-00774,ร้านอรพินท์ บ้านทับไฮ,24 หมู่ 4 ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี,933619275,,,,,,7/30/2024 21:13:09
OR-00775,ร้านกุ๊กไก่,23 หมู่ 12 บ. โนนสำราญ ต. บุ่งแก้ว อ. โนนสะอาด จ.อุดรธานี 41240,813571633,,,,,,7/30/2024 21:13:09
OR-00776,ยายอุ๊,56หมู่8 บ้านเลา ต.เชียงแหว อ.กุมภวาปี จ. อุดรธานี 41110 41110,632249608,,,https://goo.gl/maps/KT35rCc7wH1i7SXCA,,"17.186648, 102.975036",7/30/2024 21:13:09
OR-00777,พี่นพ บ้านแสงสว่าง,208 หมู่ 2 ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี,967097447,,,,,,7/30/2024 21:13:09
OR-00778,คุณณัฐกมล ตึงทอง,60 หมู่ 7 บ.นาเหล่า ต.หนองกุงศรี อ.โนนสะอาด จ.อุดรธานี 41240,861073937,,,,,,7/30/2024 21:13:09
OR-00779,หจก.สมเด็จง่วนเชียง,175 หมู่5 ตำบลสมเด็จ อำเภอสมเด็จ จังหวัดกาฬสินธุ์ ต.สมเด็จ อ.สมเด็จ จ.กาฬสินธุ์ 46150,,,,,,,7/30/2024 21:13:09
OR-00780,ร้านร่มเย็น,134 ม.10 บ.คำสี ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,0804133235/0879468556,หยุดวันอาทิตย์,,https://goo.gl/maps/tbqTkxYgcdz8Wu5D9,,"16.976199, 103.212092",7/30/2024 21:13:09
OR-00781,สหการณ์ หมู่ 12,138 หมู่ 12 บ้านนาตาล ต.นาตาล อ.ท่าคันโท จ.กาฬสินธุ์ 46190,936311339,,,,,,7/30/2024 21:13:09
OR-00782,ร้านหมึกทอง บ.หนองแซง,25 ม.13 บ.หนองแซง ต.นาตาล อ.ท่าคันโท จ.กาฬสินธุ์,648600896,,,,,,7/30/2024 21:13:09
OR-00783,นายประสาท โพธิเศษ,41หมู่ 9 บ้านนาหนองทุ่ม ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,935877910,,,,,,7/30/2024 21:13:09
OR-00784,ร้านพยุดา ช็อป,76 หมู่ 1 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,982832136,,,,,,7/30/2024 21:13:09
OR-00785,ร้านภูไท [วิภาดา แก้วอินทร์],บ้านนายูง ต.นายุง อ.ศรีธาตุ จ.อุดรธานี,636313646,,,https://maps.app.goo.gl/Vw7kxFnJM3x2SUJf8,,"16.980177, 103.264611",7/30/2024 21:13:09
OR-00786,ร้านเฮือนเตี๋ยวกะเพรา,89/1 ม.3 ต.ปะโค อ.กุมภวาปี จ. อุดรธานี 41370,624171795,,,https://goo.gl/maps/WtNsfhYPVRn3QRxM9,,"17.057717, 102.919582",7/30/2024 21:13:09
OR-00787,พจน์ไข่สด-ขนมสด,428/14 อาคารพาณิชย์เทศบาลโนนสะอาด ต.โนนสะอาด อ.โนนสะอาด จ.อุดรธานี 41240,998258188,,,,,,7/30/2024 21:13:09
OR-00788,ร้านชาไทย บ้านหนองผึ้ง,125 หมู่ 3 บ้านหนองผึ้ง ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,631621309,,,,,,7/30/2024 21:13:09
OR-00789,ร้านน้องด้าย อีสานพาแซ่บ,68 หมู่ 4 ต.ผาสุข อ.กุมภวาปี จ.อุดรธานี,821096077,,,,,,7/30/2024 21:13:09
OR-00790,ร้านนำโชค มงคลพาณิชย์,145 ม.6 บ้านแสงสว่าง ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี,807952096,,,https://goo.gl/maps/S221KPzz1tCi2MZm8,,"17.120394, 102.818979",7/30/2024 21:13:09
OR-00791,ยายเรียน บ.ทับกุง,153 ม.1 บ้านทับกุง อ.หนองแสง จ.อุดรธานี,0910576453,,,https://maps.app.goo.gl/FoBCUPKvJo9Fe14L8,,"17.174147, 102.771190",7/30/2024 21:13:09
OR-00792,ร้านศรีธร บ้านโนนมะข่า,,925151438,,,,,,7/30/2024 21:13:09
OR-00793,ร้าน สมรการค้า บ.ทับกุง **รับเองเท่านั้น**,49 หมู่ 1 ต.ทับกุง อ.หนองแสง จ.อุดรธานี,611189514,,,,,,7/30/2024 21:13:09
OR-00794,ครูจิ๊บ,อ.สามชัย จ.กาฬสินธุ์,981588919,,,,,,7/30/2024 21:13:09
OR-00795,ร้านก๋วยเตี๋ยวกลางทุ่ง,ก่อนถึง อบต.เวียงคำ,852838979,,,,,,7/30/2024 21:13:09
OR-00796,ร้านแม่กำไล ท่าคันโท ตรงข้ามกับ ร้านบุญพานิช,อยู่ใกล้กับ บ้านผู้ใหญ่บ้าน ม.8,878402373,,,https://goo.gl/maps/dZkE5tM1zjzXiaEu9,,"16.950862, 103.235520",7/30/2024 21:13:09
OR-00797,ร้านวงเดือน บ.พันดอน,เลขที่ 8 ม.7 บ.พันดอน อ.กุมภวาปี,0859517035,,,https://maps.app.goo.gl/HPnQP26BDG8v9hTN9,,"17.147443, 102.971219",7/30/2024 21:13:09
OR-00798,สหกรณ์โรงเรียนบ้านกุดขนวน,ต.บุ่งแก้ว อ.โนนสะอาด จ.อุดรธานี 41240,647565889,รร.เลิก 4 โมงครึ่ง,,,,,7/30/2024 21:13:09
OR-00799,ร้านมายา อาหารตามสั่ง ห้วยเกิ้ง,มุมระฆังรีสอร์ท ทางเลี้ยวเข้าโรงพยาบาล,868535884,,,,,,7/30/2024 21:13:09
OR-00800,ร้าน กมลวรรณ,289 ม.1 บ.สงเปลือย ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี 41370,987561796,,,,,"17.128377, 102.964968",7/30/2024 21:13:09
OR-00801,สหกรณ์ โรงเรียนบ้านปะโค,บ้านปะโค,918675832,,,https://goo.gl/maps/KiiKHqkRZDDPU1Jp6,,"17.111510, 102.948467",7/30/2024 21:13:09
OR-00802,พี่ีบัวหยก,,935579315,,,,,,7/30/2024 21:13:09
OR-00803,โรงเรียนเทศบาลตำบลโนนสะอาด,ต.โนนสะอาด อ.โนนสะอาด จ.อุดรธานี 41240,942912059,,,,,,7/30/2024 21:13:09
OR-00804,แก้ไขราคา-ชื่อสินค้า,ทดสอบระบบ,,,,,,,7/30/2024 21:13:09
OR-00805,บริษัท ส.ล.แลนด์ จำกัด [สาขาที่ 00002],76/28 ม.10 ต.วัดไทรย์ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,,,,,,7/30/2024 21:13:09
OR-00806,ป.พาณิชย์การค้า,189 ม.6 บ.ปอ ต.กุมภวาปี จ.อุดรธานี 41110,901920508,,,https://goo.gl/maps/bq2fUxmiXto9PNXc8,,"17.074754, 103.015115",7/30/2024 21:13:09
OR-00807,คุณชูศักดิ์ โถแพ,289/1-2 ต.บึงกาฬ อ.เมือง จ.บึงกาฬ,918271010,,,,,,7/30/2024 21:13:09
OR-00808,ร้านคุณยาย,บ้านนาแบกน้อย 50 หมู่ที่ 17 ตำบลเวียงคำ อำเภอกุมภวาปี จังหวัดอุดรธานี 41110.,953090369,,,https://goo.gl/maps/6FwckLQr6P4QHk8VA,,"17.106835, 103.033340",7/30/2024 21:13:09
OR-00809,ร้านข้าวแกงปัตตานี,260 ม.17 ต.เวียงคำ อ.กุมภวาปี 41110,803951642,,,https://goo.gl/maps/oyLNbvo1HYLj1fzW8,,"17.110978, 103.025179",7/30/2024 21:13:09
OR-00810,B & E,88/3 หมู่ 1 ถ.แชแล ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี,0626166642/0816126426,,,https://goo.gl/maps/wyX4xUhjxMfMwho29,,"17.110698, 103.007719",7/30/2024 21:13:09
OR-00811,ร้านมะลิแดง มินิมาร์ท,466/1 ม.7 ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,862421712,,,,,,7/30/2024 21:13:09
OR-00812,เบญจรัตน์พาณิชย์,274 ม.13 บ.ดงน้อย ต.ปะโค อ.กุมภวาปี จ.อุดรธานี 41370,656978596,,,https://goo.gl/maps/61swXQ225e6WNwWa7,,"17.016810, 102.889979",7/30/2024 21:13:09
OR-00813,ขายส่ง พิเศษ,,,,,,,,7/30/2024 21:13:09
OR-00814,กรกนก การค้า,28หมู่ 1 ต.ห้วยสามพาด อ.ประจักษ์ศิลปาคม จ .อุดรธานี 41110,801867670,,,https://goo.gl/maps/VZ9h3qYMDazPRtxR9,,"17.214031, 102.939032",7/30/2024 21:13:09
OR-00815,ร้าน ป๋านิตย์เจริญทรัพย์,179 ม.1 ถ.มิตรภาพ ต.โนนสะอาด อ.โนนสะอาด จ.อุดรธานี 41240,650578999,,,,,,7/30/2024 21:13:09
OR-00816,ร้านวิไล เต็มไทยสงค์,97 ม.8 บ้านภูฮัง ต.ดงมูล อ.หนองกุงศรี จ.กาฬสินธุ์ 46220,986484334,,,https://goo.gl/maps/EcfvPaJ5jUGfCVXR9,,"16.811966, 103.284962",7/30/2024 21:13:09
OR-00817,ร้าน คุณเล้ง,ติดกับร้านโกดัง 44,831455162,,,,,,7/30/2024 21:13:09
OR-00818,ร้าน แม่นุช (นางชดาพร ธรรมเจริญ),235 ม.3 ต.คอนสาย อ.กู่แก้ว จ.อุดรธานี 41130,,,,,,,7/30/2024 21:13:09
OR-00819,โรงเรียนกมลาลักษณ์,,956705945,,,https://goo.gl/maps/KPda7E4sVTCoft6S9,,"16.993329, 103.217794",7/30/2024 21:13:09
OR-00820,คุณชัยยง แก้วเกิดมี,บ้านเหมือดแอ่,896217999,,,,,,7/30/2024 21:13:09
OR-00821,สมหวังรีสอร์ท บ.ห้วยกองสี,บ้านห้วยกองสี,899257317,,,,,,7/30/2024 21:13:09
OR-00822,ร้านสุกัลยา ชัยเกตุ,255 หมู่ 4 บ้านบุ่งหมากลาน ต.ปะโค อ.กุมภวาปี จ.อุดรธานี 41370,0950046763/ไลน์,,,https://goo.gl/maps/nB6zBamGFCAJQ4CF6,,"17.067617, 102.887005",7/30/2024 21:13:09
OR-00823,ดอนเงิน พาณิชย์,212​ หมู่10​ บ.ดอนเงิน​ ต.แชแล​ อ.กุมภวาปี​ จ.อุดรธานี​ 41110,0874922908/ไลน์,,,https://maps.app.goo.gl/U7yLgBDcZdDuXtfA6,,"17.135741, 103.035305",7/30/2024 21:13:09
OR-00824,ร้านแม่นารีเก่า,201 หมู่14 บ้านหนองศรีเจริญ ต.พันดอน อ.กุมภวาปี จ.อุดรธานี (ร้านแม่นารีเก่า),659942283,,,,,,7/30/2024 21:13:09
OR-00825,ร้านค้าสี่แยกหนองนกเขียน,94หมู่6บ้านราษฏร์พัฒนา ต.หนองนกเขียน อ.ศรีธาตุ จ.อุดรธานี,989238106,,,https://goo.gl/maps/oY3w1uvk2e8B5axx9,,"17.005715, 103.287117",7/30/2024 21:13:09
OR-00826,นายสิทธิศักดิ์ เขียวเนียม (โด่งดัง) (1),145 หมู่ที่ 7 ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี,810168225,ไม่เกิน 18.00น.,,https://goo.gl/maps/qdBayz7JntdBJ6fR9,,"17.013851, 102.837979",7/30/2024 21:13:09
OR-00827,ร้านสามใบเถา,56 หมู่ 7 ถ.โพนทอง ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี,880070517,,,https://maps.app.goo.gl/CF96WxB1g9TjdPNh9,,"17.107983, 103.020158",7/30/2024 21:13:09
OR-00828,ภูรภัทร มินิมาร์ท,280 ม.4 บ้านโนนสา อ.ประจักษ์ศิลปาคม จ.อุดรธานี 41110,650739529,,,https://goo.gl/maps/bMHuSvWzrPcoP7eb7,,"17.215351, 102.994979",7/30/2024 21:13:09
OR-00829,ร้านมาเฮง ในตลาดสดเทศบาลวังสามหมอ,ในตลาดสดเทศบาลวังสามหมอ ถนนวาริช-วังสามหมอ,630461741,,,https://goo.gl/maps/4gHtAT7XJeJdmzWA7,,"16.981914, 103.424829",7/30/2024 21:13:09
OR-00830,ร้านสมสุข,163/4 ม.4 ต.บ้านเลื่อม อ.เมือง จ.อุดรธานี,834099192,,,,,,7/30/2024 21:13:09
OR-00831,ร้าน น้องแก้มใส,47 ม.3 ต.นาดี อ.หนองแสง จ.อุดรธานี,627533404,,,,,,7/30/2024 21:13:09
OR-00832,ร้านแม่คำบง โรงงานน้ำตาลเกษตรผล,ในโรงงานน้ำตาลเกษตรผล,960878697,,,,,,7/30/2024 21:13:09
OR-00833,ร้าน เกิ้งพาณิชย์,318/2 หมู่ที่ 3 บ้านเหมือดแอ ต. ปะโค อ. กุมภวาปี จ.อุดรธานี 41370,0844094646/0954802564,,,https://goo.gl/maps/JYYn1K5NB3BjHogk8,,,7/30/2024 21:13:09
OR-00834,แม่ใหม่ บ.เหล่าหมากบ้า,บ้านเหล่าหมากบ้า ต.แชแล อ.กุมภวาปี ศาลากลางบ้านเลี้ยวขวา บ้านอยู่หลังที่ 2 ซ้ายมือ,933413196,,,,,,7/30/2024 21:13:09
OR-00835,แม่คำมวล บ้านดงสำราญชัย,3 หมู่ 7 บ้านดงสำราญชัย ต.หนองแสง อ.หนองแสง จ.อุดรธานี,985496229,,,https://goo.gl/maps/z19FbyEwaruG1GZ3A,,"17.157361, 102.832011",7/30/2024 21:13:09
OR-00836,บริษัท อวยชัยแทรคเตอร์ อุดรธานี จำกัด,334 ม. 4ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,804160010,,,,,,7/30/2024 21:13:09
OR-00837,เบ็นสัน กาแฟโบราณ,65 ม.1 บ้านนาดี ต.ผาสุก อ.กุมภวาปี จ.อุดรธานี,918188808,,,https://goo.gl/maps/X6qBTiv8xP4aLfaC9,,"17.200707, 102.932687",7/30/2024 21:13:09
OR-00838,น้ำทิพย์ ดวงประสิทธิ์,182 ม.5 ต.หัวนาคำ อ.ศรีธาตุ จ.อุดรธานี,652709097,,,https://goo.gl/maps/gtKAvteXK24LsTFz9,,"17.089880, 103.319265",7/30/2024 21:13:09
OR-00839,สุภาพรพาณิชย์ บ.ดงง่าม-นางาม,65 ม.2 บ้านดงง่าม ต.คำโคกสูง อ.วังสามหมอ จ.อุดรธานี 41280,890075966,,,,,,7/30/2024 21:13:09
OR-00840,ห้างหุ้นส่วนจำกัด ธนาอิมพอร์ต เอ็กซ์พอร์ต,เลขที่ 158 หมู่บ้านดูเดื่อ หมู่ที่ 6 ต.แจระแม อ.เมือง จ.อุบลราชธานี 34000,,,,,,,7/30/2024 21:13:09
OR-00841,ร้าน แม่รมณ์ดี,11 ม.3 บ.เหล่ากล้วย ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี 41370,930594787,,,,,,7/30/2024 21:13:09
OR-00842,ร้านแม่นงเยาว์,45 ม.9 บ้านตะเคียงทอง ถ.ศรีธาตุ-กุมภวาปี ต.บ้านโปร่ง อ.ศรีธาตุ 41230,861051139,,,https://goo.gl/maps/Z4MyEraQbgYpJfWG9,,"17.020518, 103.128014",7/30/2024 21:13:09
OR-00843,ร้านวิภา บ.สี่แจ,168 ม.10 มบ.สี่แจ ต.ผาสุก อ.กุมภวาปี 41370,653485093,,,https://goo.gl/maps/nfQ4VA9hgBTyy8bW8,,"17.165092, 102.933278",7/30/2024 21:13:09
OR-00844,ร้านไอดี บ้านสี่แจ,46 ม.10 มบ.สีแจ ต.ผาสุก อ.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41370,918240278,,,https://goo.gl/maps/CJNUU5Fu7aRqssdT9,,"17.166215, 102.932319",7/30/2024 21:13:09
OR-00845,ร้านเกลียวทอง กันทับทิม,143 ม.12 มบ.ดงสามสิบ ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี 41370,958467622,,,https://goo.gl/maps/nwWnWRegViyHwCCn6,,"17.187728, 102.913620",7/30/2024 21:13:09
OR-00846,คิระ มินิมาร์ท(5),83​ หมู่​ 8 ​บ้านดงเรือง,896181415,,,https://goo.gl/maps/s9FUzA1SUYuyDLFZ6,,"17.189023, 102.953343",7/30/2024 21:13:09
OR-00847,ร้าน นั่งกินคาเฟ่,815 ม.15 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370,849383785,,,https://goo.gl/maps/8LCV2b4KnQSRbTJ17,,"17.123940, 102.975032",7/30/2024 21:13:09
OR-00848,รุ่งเรืองการค้า,321 หมู่ 11 บ้านนาเหล่า ต.หนองกุงศรี อ.โนนสะอาด จ.อุดรธานี,813209406,,,https://goo.gl/maps/bCnSabRRnSZbPw8v6,,"17.058640, 102.786734",7/30/2024 21:13:09
OR-00849,ตอง-กล้วย เบเกอรี่คาเฟ่,282/1 ม.10 บ้านดงเมือง ถ.แชแล ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,813202654,,,https://goo.gl/maps/eStVgx2wPmj58V7n8,,"17.110185, 103.016686",7/30/2024 21:13:09
OR-00850,บริษัท น้ำตาลเกษตรผล จำกัด [สำนักงานใหญ่],เลขที่ 90/44-45 อาคารสาธรธานี 1 ชั้น16 ถ.สาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,,,,https://goo.gl/maps/tSkEgNqKsqx9NgpKA,,"17.081494, 102.927869",7/30/2024 21:13:09
OR-00851,ร้าน กุลิสรา,48 ม.6 บ.หนองพุก ต.นาม่วง อ.ประจักษ์ อ.อุดร 41110,959099879,,,https://goo.gl/maps/KQKKzLhMR12rCMKk7,,"17.278602, 102.981565",7/30/2024 21:13:09
OR-00852,ร้าน​ วิรัตร์การค้า,5หมู่7 บ.หนองหญ้าม้า​ต.นาม่วง​ อ.ประจักฯ จ.อุดรฯ 41110,833830402,,,https://goo.gl/maps/HeueyMazkHzaLrw86,,"17.271420, 102.981979",7/30/2024 21:13:09
OR-00853,แม่นกแก้ว บ.หนองหญ้าม้า,76 ม.7 หมู่บ้านหนองหญ้าม้า ต.นาม่วง อ.ประจักษ์ จ.อุดรธานี 41110,636818273,,,https://goo.gl/maps/nsiqYxoN4CXtu28m9,,"17.271418, 102.983107",7/30/2024 21:13:09
OR-00854,ร้าน เจ้เจี๊ยบมินิซุปเปอร์,53 ม.1 มบ.เชียงแหว ต.เชียงแหว อ.กุมภวาปี จ.อุดรธานี 41110,630311412,,,https://goo.gl/maps/2AiRneed1SRkKGBR9,,"17.172446, 102.998194",7/30/2024 21:13:09
OR-00855,ร้าน รวม ป.พาณิชย์,139 ม.8 หมู่บ้านเชียงกรม ต.นาม่วง อ.ประจักษ์ จ.อุดรธานี 41110,858548069,,,https://goo.gl/maps/4Wmc3G1YM7kow9WK9,,,7/30/2024 21:13:09
OR-00856,แม่บัวลัย เจริญรุ่งเรือง,136 ม.14 หมู่บ้านเชียงกรม ต.นาม่วง อ.ประจักษ์ จ.อุดรธานี 41110,883269649,,,https://goo.gl/maps/Y86JbQcAoASVg4fq6,,"17.287720, 102.957979",7/30/2024 21:13:09
OR-00857,ร้าน กูเกิล มาร์เก็ต,144 ม.14 มบ.เชียงกรม ต.นาม่วง อ.ประจักษ์ จ.อุดรธานี 41110,955274389,,,https://goo.gl/maps/3KzgBott3CLQJDx49,,"17.286700, 102.956989",7/30/2024 21:13:09
OR-00858,สุขสกาว คาเฟ่,181 ม.14 มบ.เชียงกรม ต.นาม่วง อ.ประจักษ์ จ.อุดรธานี 41110,870285061,,,https://goo.gl/maps/BUUfzi1EGZyg8NHU6,,"17.280925, 102.952660",7/30/2024 21:13:09
OR-00859,ร้านเจริญถาวร,226 ม.12 มบ.โนนสมบูรณ์ ต.ห้วยสำพาน อ.ประจักษ์ จ.อุดรธานี,0843562662/ไลน์,,,https://goo.gl/maps/wKEyg8XhMXuGWNou9,,"17.268549, 102.935165",7/30/2024 21:13:09
OR-00860,ห้างหุ้นส่วนจำกัด ก.การค้า 2555 [สำนักงานใหญ่],186 ม.4 ต.ดอนเตย อ.นาทม จ.นครพนม,872208085,,,,,,7/30/2024 21:13:09
OR-00861,ร้าน ก้อยฟ้าว,410/6 ม.4 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,910526514,,,,,,7/30/2024 21:13:09
OR-00862,ศตวรรษ การค้า,5 ม.1 บ.โนนสะอาด ต.โนนสะอาด อ.โนนสะอาด จ.อุดรธานี 41240,0946767246,,,https://maps.app.goo.gl/sm82Y4uYPYdE5qFUA,,"16.969760, 102.891188",7/30/2024 21:13:09
OR-00863,ร้าน พงษ์พัฒน์การค้า,59 ม.5 ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี,933963391,,,,,,7/30/2024 21:13:09
OR-00864,โกดัง 222 ค้าส่ง,222 ม.11 (บ.ดงไร่) ต.นาข่า อ.เมือง จ.อุดรธานี,0815351433/0869922039,,,,,,7/30/2024 21:13:09
OR-00865,ร้านตาสิม มินิมาร์ท,110 หมู่ 6 บ้านห้วยแสง ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี,42331216,,,,,,7/30/2024 21:13:09
OR-00866,ดาหวัน บุญผง,78/9 บ.ม่วงศรีสมพร ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี 41240,935296755,,,https://maps.app.goo.gl/NYYedjG1rVo2tYBx7,,"16.982008, 102.851550",7/30/2024 21:13:09
OR-00867,หจก.อุดรแสงอุทัย [สำนักงานใหญ่],123/20 ซ.หนองบัว1 ถ.นิตโย ต.หมากแข้ง อ.เมืองอุดรธานี 41000,,,,,,,7/30/2024 21:13:09
OR-00868,ปลาวาฬจิ้มจุ่ม,ร้านอยู่ตรง วีทีแหนมเนืองสาขากุมภวาปี ตรงข้ามแอลกอฮอล์,807684223,,,https://goo.gl/maps/Eo6h76fKeZTVGpH39,,"17.107057, 103.010204",7/30/2024 21:13:09
OR-00869,ใบเตย น้ำตาล ไอศครีม กะทิสด,103 ม.10 ต.อุ่มจาน อ.ประจักษ์ฯ จ.อุดรธานี,861382544,,,,,,7/30/2024 21:13:09
OR-00870,สหกรณ์โรงเรียนบ้านท่าเปลือย(บุญเกื้ออุปถัมภ์),ในโรงเรียนบ้านท่าเปลือย,887132164,,,https://goo.gl/maps/RT91qhgdffx7nvtn8,,"17.103061, 103.022404",7/30/2024 21:13:09
OR-00871,แม่มณฑา ภาโนมัย บ.หนองเหี้ย,23/10 บ.หนองเหี้ย ต.หนองหว้า อ.กุมภวาปี จ.อุดรธานี,858494686,,,,,,7/30/2024 21:13:09
OR-00872,มั่นคงการค้า บ.โนนมะข่า,142 หมู่ 11 บ.โนนมะข่า ต.หนองหว้า อ.กุมภวาปี จ.อุดรธานี,953478487,,,,,,7/30/2024 21:13:09
OR-00873,แม่แหม่ม เพ็ญจันทร์ บ.นาฝาย,107 บ้านนาฝาย หมู่ 2 ต.นาดี อ.หนองแสง,899810434,,,https://goo.gl/maps/SKs9SEzqB1FB3eMx9,,"17.083731, 102.856989",7/30/2024 21:13:09
OR-00874,ไทเฮา,,821258185,,,,,,7/30/2024 21:13:09
OR-00875,หอพักการ์เด้นวิว,245 ม.6 ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี,806954046,,,https://goo.gl/maps/SQuWdr3xdexrauwA6,,"17.079391, 102.933950",7/30/2024 21:13:09
OR-00876,ร้าน พ่อนิคม จุลม่วง,154 ม.7 บ.หนองหว้า ต.หนองหว้า อ.กุมภวาปี จ.อุดรธานี,829638713,,,,,,7/30/2024 21:13:09
OR-00877,เอี๊ยบย่งเชียง,,,,,,,,7/30/2024 21:13:09
OR-00878,ร้านวีรศักดิ์,56หมู่4 ต.บุ่งแก้ว อ.โนนสะอาด จ.อุดรธารี,883187060,,,,,,7/30/2024 21:13:09
